record_id,barangay,city,households,population,median_income,collection_date
708,Sta. Cruz,Iloilo City,175.0,700.0,18841.0,2024-10-12
800,Bagong Silang,Quezon City,188.0,940.0,25303.0,2026-02-07
979,Sta. Cruz,Cebu City,208.0,1040.0,11960.0,2025-07-03
387,Bagong Silang,Quezon City,192.0,768.0,21033.0,2025-10-24
139,Bagong Silang,Davao City,195.0,975.0,18764.0,2025-03-23
127,Poblacion,Davao City,216.0,1080.0,10363.0,2025-06-11
378,Bayanihan,Pasig,209.0,1045.0,27158.0,2025-12-10
911,Mabini,Cebu City,191.0,764.0,22888.0,2025-11-03
826,Mabini,Pasig,210.0,1050.0,23449.0,2025-02-10
47,Sta. Cruz,Bacolod City,217.0,868.0,21117.0,2025-01-17
442,Magsaysay,Cebu City,185.0,740.0,8000.0,2025-05-13
390,Bayanihan,Cebu City,192.0,768.0,8000.0,2025-11-30
373,Poblacion,Pasig,208.0,624.0,26121.0,2024-08-08
391,Bagong Silang,Bacolod City,197.0,591.0,9304.0,2026-05-02
110,Magsaysay,Quezon City,182.0,728.0,11804.0,2025-07-13
540,Bayanihan,Bacolod City,194.0,582.0,8000.0,2024-11-11
727,Poblacion,Bacolod City,198.0,990.0,28415.0,2024-10-18
137,Maligaya,Pasig,,,,2026-01-31
941,Bayanihan,Pasig,204.0,816.0,11248.0,2026-01-21
631,Poblacion,Pasig,211.0,1055.0,21751.0,2026-05-03
130,San Miguel,Cebu City,214.0,642.0,18262.0,2024-07-16
426,San Miguel,Bacolod City,195.0,585.0,15221.0,2025-09-08
417,San Miguel,Iloilo City,210.0,840.0,8039.0,2026-01-10
370,San Isidro,Bacolod City,192.0,576.0,24324.0,2026-02-01
108,Poblacion,Quezon City,1608.0,6336.0,146132.0,2025-03-24
400,Maligaya,Quezon City,210.0,1050.0,29907.0,2024-12-13
905,Magsaysay,Pasig,216.0,648.0,23000.0,2025-07-27
545,Sta. Cruz,Cebu City,215.0,1075.0,8000.0,2025-02-19
101,San Isidro,Cebu City,214.0,1070.0,20099.0,2025-06-11
849,San Jose,Cebu City,193.0,772.0,17172.0,2026-04-14
942,Maligaya,Davao City,204.0,1020.0,13387.0,2025-04-15
978,Bagong Silang,Cebu City,196.0,784.0,11912.0,2024-06-15
220,Mabini,Davao City,233.0,932.0,12098.0,2024-08-13
114,Poblacion,Quezon City,212.0,1060.0,21076.0,2024-06-03
624,Bayanihan,Cebu City,204.0,816.0,8000.0,2025-07-18
178,San Miguel,Bacolod City,192.0,960.0,15791.0,2024-11-14
295,Poblacion,Davao City,200.0,800.0,18643.0,2025-11-14
49,San Jose,Iloilo City,193.0,772.0,21655.0,2025-01-03
276,Rizal,Pasig,189.0,567.0,13843.0,2024-11-17
996,Del Pilar,Iloilo City,194.0,582.0,24719.0,2024-12-03
406,Sta. Cruz,Iloilo City,191.0,764.0,28273.0,2025-09-29
713,Magsaysay,Iloilo City,215.0,860.0,16569.0,2024-10-29
845,Poblacion,Pasig,222.0,888.0,18336.0,2026-01-15
58,Bayanihan,Davao City,175.0,700.0,8000.0,2026-04-24
812,Magsaysay,Iloilo City,,,,2024-12-03
675,Rizal,Cebu City,1608.0,6336.0,146132.0,2025-11-18
499,Bagong Silang,Iloilo City,196.0,980.0,27156.0,2024-07-18
921,Bagong Silang,Iloilo City,188.0,940.0,19949.0,2025-01-11
344,Mabini,Cebu City,196.0,784.0,20082.0,2024-10-12
886,Mabini,Bacolod City,195.0,780.0,18973.0,2025-10-19
606,Rizal,Davao City,199.0,995.0,13574.0,2026-02-05
928,Sta. Cruz,Pasig,212.0,636.0,24352.0,2024-09-29
125,San Isidro,Bacolod City,202.0,1010.0,10540.0,2025-01-20
859,San Miguel,Cebu City,197.0,985.0,19299.0,2025-04-05
671,Rizal,Quezon City,208.0,832.0,24313.0,2025-06-09
585,Del Pilar,Pasig,,,,2025-11-09
226,Poblacion,Davao City,191.0,764.0,20332.0,2026-05-19
173,Maligaya,Bacolod City,218.0,654.0,18819.0,2025-01-25
268,Del Pilar,Iloilo City,196.0,784.0,12161.0,2025-08-27
246,San Isidro,Pasig,227.0,1135.0,12487.0,2026-02-25
436,San Isidro,Davao City,206.0,824.0,23806.0,2026-02-16
984,Bayanihan,Quezon City,210.0,1050.0,8000.0,2026-05-24
374,Sta. Cruz,Pasig,180.0,720.0,18131.0,2026-02-14
85,Rizal,Pasig,186.0,744.0,18830.0,2024-09-06
918,Magsaysay,Pasig,176.0,528.0,21600.0,2025-10-13
693,Rizal,Cebu City,205.0,1025.0,17534.0,2025-08-08
700,San Isidro,Quezon City,187.0,561.0,20964.0,2024-06-20
349,Magsaysay,Bacolod City,208.0,832.0,21007.0,2024-12-14
931,San Jose,Bacolod City,184.0,920.0,21263.0,2025-05-02
571,San Isidro,Pasig,204.0,816.0,15923.0,2024-09-14
64,San Isidro,Quezon City,175.0,525.0,20208.0,2025-12-25
172,Sta. Cruz,Bacolod City,201.0,804.0,17874.0,2024-11-17
456,Del Pilar,Pasig,215.0,860.0,11484.0,2024-06-01
770,Bagong Silang,Cebu City,203.0,1015.0,21133.0,2026-04-18
608,Poblacion,Bacolod City,234.0,1170.0,15408.0,2024-06-02
977,Sta. Cruz,Iloilo City,188.0,564.0,10161.0,2026-01-24
144,Del Pilar,Quezon City,209.0,627.0,16348.0,2026-01-20
270,Maligaya,Quezon City,206.0,824.0,10942.0,2025-07-09
724,San Isidro,Cebu City,216.0,648.0,24564.0,2025-04-25
533,Rizal,Pasig,202.0,808.0,14639.0,2025-01-25
834,San Miguel,Iloilo City,200.0,600.0,15908.0,2024-08-16
231,Rizal,Quezon City,208.0,624.0,8000.0,2025-08-08
520,Bagong Silang,Quezon City,241.0,723.0,17730.0,2025-07-06
564,Rizal,Pasig,203.0,812.0,8000.0,2025-11-15
611,Rizal,Iloilo City,208.0,832.0,19003.0,2026-03-11
864,Rizal,Pasig,182.0,728.0,27122.0,2025-05-28
65,San Jose,Davao City,213.0,852.0,28359.0,2024-12-26
133,San Isidro,Iloilo City,201.0,804.0,13134.0,2025-12-14
613,San Miguel,Quezon City,209.0,627.0,13906.0,2024-06-17
318,Mabini,Cebu City,186.0,744.0,8000.0,2025-03-17
665,Bayanihan,Cebu City,203.0,609.0,12136.0,2025-03-31
82,San Isidro,Bacolod City,180.0,720.0,25782.0,2026-05-15
962,San Isidro,Bacolod City,167.0,668.0,31564.0,2025-06-21
215,Maligaya,Quezon City,200.0,800.0,15083.0,2025-11-21
116,Del Pilar,Quezon City,189.0,756.0,30157.0,2024-07-27
412,Mabini,Iloilo City,,,,2025-04-09
477,Maligaya,Quezon City,198.0,990.0,25423.0,2026-02-24
736,Rizal,Cebu City,201.0,1005.0,13545.0,2026-01-24
944,Maligaya,Pasig,197.0,788.0,20363.0,2024-10-10
813,San Jose,Bacolod City,180.0,900.0,21778.0,2025-10-01
289,Bagong Silang,Quezon City,209.0,836.0,8000.0,2026-03-16
301,San Miguel,Pasig,1608.0,6336.0,146132.0,2025-10-22
880,Bayanihan,Iloilo City,204.0,1020.0,19229.0,2024-09-04
629,San Isidro,Iloilo City,194.0,776.0,17274.0,2024-12-30
454,Sta. Cruz,Pasig,220.0,1100.0,28256.0,2025-07-05
168,Bayanihan,Quezon City,196.0,980.0,24773.0,2025-03-25
758,Magsaysay,Iloilo City,212.0,1060.0,26223.0,2024-12-10
907,Bagong Silang,Quezon City,214.0,642.0,18060.0,2025-07-05
680,Mabini,Davao City,223.0,892.0,8000.0,2024-12-11
7,San Jose,Davao City,209.0,836.0,13409.0,2026-05-08
722,San Miguel,Pasig,188.0,564.0,13649.0,2024-11-05
557,Del Pilar,Quezon City,233.0,699.0,14376.0,2025-09-04
385,San Jose,Pasig,192.0,960.0,8671.0,2024-08-18
901,Bagong Silang,Iloilo City,193.0,772.0,16997.0,2025-04-14
41,San Miguel,Pasig,181.0,905.0,20547.0,2025-06-16
784,San Isidro,Iloilo City,211.0,1055.0,26016.0,2026-01-08
513,Rizal,Bacolod City,192.0,576.0,17446.0,2025-06-07
663,Bagong Silang,Davao City,213.0,1065.0,18450.0,2024-08-31
18,San Jose,Bacolod City,201.0,603.0,17417.0,2024-06-23
397,San Miguel,Quezon City,207.0,828.0,16315.0,2026-02-03
721,Bagong Silang,Bacolod City,212.0,848.0,15066.0,2025-05-18
839,Mabini,Bacolod City,200.0,1000.0,15542.0,2026-01-05
503,Poblacion,Pasig,192.0,576.0,21186.0,2024-07-02
684,San Isidro,Davao City,192.0,960.0,12868.0,2026-04-22
357,Bayanihan,Pasig,195.0,585.0,28161.0,2025-07-09
803,Magsaysay,Davao City,204.0,612.0,16807.0,2024-09-18
435,Poblacion,Iloilo City,214.0,856.0,17095.0,2026-01-09
677,Magsaysay,Bacolod City,237.0,948.0,12499.0,2026-03-18
929,Mabini,Cebu City,213.0,852.0,15958.0,2025-04-23
19,San Jose,Iloilo City,200.0,1000.0,23815.0,2026-05-07
33,Sta. Cruz,Quezon City,218.0,654.0,29632.0,2025-07-10
54,San Miguel,Quezon City,184.0,920.0,23458.0,2024-07-22
214,Del Pilar,Quezon City,210.0,1050.0,15797.0,2024-07-29
850,Maligaya,Cebu City,206.0,1030.0,25724.0,2024-06-21
731,San Jose,Cebu City,202.0,1010.0,8000.0,2024-06-19
527,Rizal,Pasig,215.0,1075.0,21341.0,2025-03-29
192,Del Pilar,Iloilo City,217.0,868.0,19139.0,2025-04-15
284,San Miguel,Pasig,202.0,1010.0,21665.0,2025-04-05
914,San Isidro,Quezon City,194.0,970.0,22655.0,2026-04-07
79,Mabini,Cebu City,187.0,935.0,10605.0,2025-02-20
601,Sta. Cruz,Cebu City,206.0,618.0,26973.0,2025-05-15
577,Maligaya,Quezon City,198.0,990.0,35177.0,2025-02-15
43,Bagong Silang,Davao City,218.0,654.0,19804.0,2025-11-06
598,Bayanihan,Cebu City,186.0,744.0,15612.0,2025-11-28
575,Maligaya,Bacolod City,203.0,1015.0,22312.0,2026-01-16
28,Bagong Silang,Bacolod City,197.0,788.0,29595.0,2024-12-01
273,San Isidro,Davao City,201.0,1005.0,26868.0,2025-05-18
327,Magsaysay,Pasig,212.0,636.0,17673.0,2024-06-13
568,San Miguel,Quezon City,212.0,636.0,20483.0,2024-11-19
26,Magsaysay,Bacolod City,219.0,876.0,17250.0,2024-10-09
209,Bagong Silang,Davao City,210.0,840.0,10562.0,2024-12-08
917,San Isidro,Bacolod City,211.0,844.0,20207.0,2024-11-21
31,Magsaysay,Davao City,183.0,549.0,25742.0,2024-09-07
293,Mabini,Pasig,192.0,576.0,8000.0,2025-09-28
288,Sta. Cruz,Pasig,207.0,621.0,16835.0,2025-06-14
225,Poblacion,Cebu City,218.0,654.0,10378.0,2025-01-07
638,Del Pilar,Bacolod City,198.0,594.0,17256.0,2026-02-12
358,Maligaya,Pasig,174.0,522.0,24697.0,2025-05-18
267,Mabini,Iloilo City,227.0,681.0,8000.0,2025-03-15
135,Magsaysay,Bacolod City,202.0,1010.0,8000.0,2025-02-13
106,Mabini,Pasig,204.0,612.0,25298.0,2025-07-13
8,Bayanihan,Pasig,184.0,920.0,18150.0,2024-12-06
126,Poblacion,Davao City,198.0,594.0,17553.0,2024-06-20
594,Del Pilar,Bacolod City,184.0,920.0,8000.0,2024-08-26
989,Bayanihan,Cebu City,200.0,600.0,12531.0,2025-12-03
959,Maligaya,Davao City,203.0,1015.0,18688.0,2024-10-02
510,Sta. Cruz,Quezon City,177.0,885.0,17256.0,2026-02-26
379,San Isidro,Davao City,161.0,644.0,27542.0,2024-12-28
701,San Isidro,Davao City,212.0,1060.0,20725.0,2024-12-05
609,Maligaya,Pasig,206.0,618.0,20977.0,2025-09-02
798,Maligaya,Cebu City,206.0,824.0,31721.0,2025-10-14
597,Sta. Cruz,Iloilo City,200.0,800.0,17742.0,2024-08-02
556,Del Pilar,Bacolod City,181.0,905.0,21650.0,2025-11-30
200,Del Pilar,Bacolod City,198.0,594.0,27537.0,2026-05-08
679,San Jose,Bacolod City,,,,2024-05-24
549,San Jose,Davao City,210.0,630.0,20257.0,2024-08-26
974,San Miguel,Bacolod City,,,,2024-08-04
840,Bayanihan,Iloilo City,208.0,832.0,17499.0,2024-12-06
120,Maligaya,Bacolod City,197.0,788.0,8691.0,2024-09-20
453,Bagong Silang,Bacolod City,202.0,606.0,23467.0,2024-08-29
81,Del Pilar,Iloilo City,197.0,788.0,11412.0,2025-06-04
915,Poblacion,Quezon City,190.0,760.0,21168.0,2025-05-12
983,Del Pilar,Quezon City,212.0,1060.0,10467.0,2026-04-30
710,San Jose,Bacolod City,215.0,645.0,20925.0,2024-10-03
302,Poblacion,Quezon City,232.0,1160.0,22797.0,2024-08-02
212,San Isidro,Cebu City,207.0,621.0,21092.0,2025-07-19
699,San Jose,Bacolod City,180.0,900.0,10479.0,2026-05-14
672,San Jose,Pasig,201.0,804.0,17110.0,2026-03-18
735,Magsaysay,Iloilo City,208.0,1040.0,17697.0,2025-05-14
883,Maligaya,Bacolod City,217.0,651.0,17691.0,2025-05-12
698,Del Pilar,Bacolod City,188.0,940.0,8000.0,2025-08-24
810,San Jose,Cebu City,206.0,618.0,8000.0,2025-07-06
914,San Isidro,Quezon City,194.0,970.0,22655.0,2026-04-07
768,Poblacion,Quezon City,184.0,736.0,8000.0,2026-03-02
404,Maligaya,Davao City,188.0,752.0,13892.0,2026-04-21
764,San Jose,Davao City,206.0,618.0,23496.0,2025-03-14
655,Mabini,Iloilo City,212.0,848.0,26970.0,2024-11-26
707,San Isidro,Iloilo City,197.0,985.0,24219.0,2025-04-21
496,San Isidro,Bacolod City,207.0,828.0,12085.0,2024-12-26
539,San Isidro,Iloilo City,182.0,910.0,22197.0,2024-09-28
16,Bayanihan,Quezon City,200.0,1000.0,14395.0,2024-06-03
835,San Isidro,Iloilo City,209.0,836.0,18173.0,2025-01-23
932,San Jose,Quezon City,185.0,555.0,27496.0,2026-02-11
437,San Jose,Cebu City,217.0,1085.0,21340.0,2024-12-05
102,Bagong Silang,Pasig,,,,2025-03-02
375,San Jose,Bacolod City,1608.0,6336.0,146132.0,2024-08-17
452,Del Pilar,Bacolod City,205.0,820.0,20575.0,2026-02-08
542,Poblacion,Davao City,202.0,606.0,16770.0,2025-12-01
300,Magsaysay,Davao City,,,,2025-09-01
892,San Jose,Quezon City,201.0,1005.0,26729.0,2025-03-30
263,San Jose,Bacolod City,1608.0,6336.0,146132.0,2025-01-09
726,Magsaysay,Quezon City,190.0,760.0,8838.0,2025-11-19
829,Bayanihan,Iloilo City,206.0,1030.0,17865.0,2026-05-24
175,Maligaya,Quezon City,,,,2026-01-23
468,Poblacion,Davao City,175.0,875.0,14467.0,2024-11-09
897,Bagong Silang,Cebu City,191.0,573.0,19031.0,2024-07-08
460,San Isidro,Iloilo City,205.0,615.0,12683.0,2025-11-22
345,Rizal,Iloilo City,198.0,594.0,11059.0,2024-08-07
754,San Miguel,Cebu City,171.0,855.0,12034.0,2024-12-12
469,Maligaya,Pasig,208.0,1040.0,29017.0,2025-06-06
799,Rizal,Davao City,203.0,1015.0,28471.0,2024-11-27
967,San Miguel,Iloilo City,205.0,615.0,14769.0,2025-05-29
620,San Miguel,Davao City,191.0,764.0,14071.0,2025-04-15
716,Del Pilar,Bacolod City,194.0,776.0,23389.0,2026-04-24
910,Magsaysay,Cebu City,216.0,864.0,17171.0,2026-04-05
454,Sta. Cruz,Pasig,220.0,1100.0,28256.0,2025-07-05
887,Del Pilar,Pasig,204.0,612.0,25197.0,2024-06-02
787,Magsaysay,Davao City,188.0,564.0,19723.0,2025-03-08
640,Sta. Cruz,Quezon City,193.0,579.0,13276.0,2024-08-03
660,Bagong Silang,Quezon City,195.0,975.0,19621.0,2024-06-27
508,Maligaya,Davao City,198.0,792.0,18330.0,2025-12-28
639,San Jose,Davao City,195.0,975.0,19170.0,2025-10-25
814,San Miguel,Iloilo City,186.0,930.0,21166.0,2024-10-24
867,San Isidro,Quezon City,186.0,930.0,21818.0,2025-04-06
827,San Miguel,Quezon City,197.0,788.0,25475.0,2024-07-28
748,San Miguel,Quezon City,203.0,609.0,20012.0,2024-08-31
781,Poblacion,Iloilo City,203.0,812.0,17626.0,2024-06-19
744,Rizal,Pasig,196.0,980.0,13407.0,2024-08-29
728,Magsaysay,Pasig,192.0,768.0,25625.0,2025-10-14
711,San Miguel,Quezon City,203.0,1015.0,15286.0,2024-12-28
952,Mabini,Cebu City,195.0,780.0,12157.0,2024-12-20
870,Bagong Silang,Pasig,225.0,1125.0,11156.0,2024-09-10
136,San Jose,Cebu City,193.0,965.0,20229.0,2025-05-28
637,Maligaya,Davao City,,,,2024-12-17
789,Sta. Cruz,Pasig,179.0,537.0,12406.0,2024-07-12
248,Bayanihan,Cebu City,220.0,880.0,19218.0,2024-07-13
320,San Miguel,Quezon City,,,,2024-07-16
306,Magsaysay,Pasig,194.0,776.0,33512.0,2025-06-21
376,Poblacion,Bacolod City,219.0,657.0,16006.0,2024-10-01
857,Rizal,Pasig,232.0,1160.0,14183.0,2025-10-18
973,Mabini,Pasig,208.0,832.0,10368.0,2024-07-31
543,Sta. Cruz,Pasig,180.0,540.0,8000.0,2025-02-14
676,Poblacion,Iloilo City,174.0,696.0,21871.0,2026-02-18
756,Maligaya,Bacolod City,203.0,812.0,20872.0,2025-08-26
626,San Miguel,Iloilo City,202.0,1010.0,26864.0,2025-01-03
398,Maligaya,Bacolod City,192.0,768.0,21811.0,2024-11-28
147,Magsaysay,Bacolod City,188.0,564.0,15507.0,2024-06-19
634,Del Pilar,Quezon City,177.0,531.0,17898.0,2024-11-17
815,Poblacion,Pasig,210.0,630.0,12995.0,2025-12-15
462,Bagong Silang,Cebu City,206.0,824.0,8000.0,2025-01-06
596,Magsaysay,Pasig,188.0,752.0,16342.0,2024-06-04
141,Bayanihan,Davao City,211.0,633.0,22219.0,2024-09-13
902,Sta. Cruz,Davao City,,,,2025-07-26
958,Bayanihan,Cebu City,235.0,940.0,20321.0,2025-03-14
703,San Miguel,Iloilo City,186.0,558.0,23018.0,2026-04-18
750,Rizal,Quezon City,197.0,591.0,14665.0,2026-01-16
955,Poblacion,Pasig,190.0,950.0,15367.0,2026-04-18
27,San Miguel,Pasig,207.0,828.0,21624.0,2025-01-05
156,San Miguel,Pasig,184.0,736.0,37892.0,2026-01-27
890,Maligaya,Iloilo City,215.0,860.0,13766.0,2025-03-19
581,San Isidro,Iloilo City,217.0,868.0,26914.0,2024-08-11
683,Poblacion,Cebu City,221.0,884.0,12117.0,2025-05-16
686,Poblacion,Quezon City,204.0,816.0,21430.0,2025-03-21
650,San Isidro,Bacolod City,203.0,1015.0,23707.0,2025-06-15
516,Del Pilar,Iloilo City,210.0,1050.0,11446.0,2026-04-12
579,San Jose,Davao City,208.0,624.0,19838.0,2025-05-15
100,San Jose,Davao City,204.0,1020.0,26502.0,2026-01-06
854,Poblacion,Cebu City,200.0,600.0,8000.0,2025-01-24
899,Rizal,Pasig,189.0,567.0,11223.0,2024-12-08
167,Mabini,Davao City,200.0,600.0,20755.0,2024-07-18
874,Sta. Cruz,Davao City,191.0,764.0,15064.0,2025-08-05
24,Rizal,Davao City,228.0,912.0,20493.0,2026-05-05
553,Poblacion,Quezon City,206.0,618.0,14294.0,2026-05-04
205,Poblacion,Pasig,210.0,630.0,18675.0,2025-01-23
34,San Miguel,Iloilo City,205.0,615.0,20524.0,2025-05-13
243,Magsaysay,Davao City,202.0,606.0,20365.0,2024-06-11
566,San Miguel,Davao City,203.0,1015.0,8000.0,2024-11-06
371,Sta. Cruz,Davao City,,,,2024-06-24
636,Maligaya,Davao City,200.0,1000.0,16018.0,2024-10-16
948,Rizal,Pasig,,,,2025-07-02
661,San Isidro,Quezon City,,,,2026-01-27
10,San Isidro,Quezon City,181.0,543.0,12962.0,2025-03-05
11,Maligaya,Pasig,207.0,1035.0,15578.0,2025-06-15
80,Maligaya,Bacolod City,193.0,579.0,28014.0,2026-04-23
965,Magsaysay,Iloilo City,189.0,567.0,15389.0,2024-08-28
351,Mabini,Cebu City,203.0,1015.0,25069.0,2025-07-26
119,Poblacion,Iloilo City,208.0,624.0,12855.0,2024-09-01
936,Rizal,Pasig,203.0,812.0,27695.0,2025-11-08
235,San Miguel,Quezon City,176.0,528.0,28991.0,2025-05-03
521,Poblacion,Pasig,185.0,740.0,15059.0,2025-06-22
908,Poblacion,Quezon City,199.0,796.0,17963.0,2026-03-08
290,Bayanihan,Cebu City,182.0,728.0,18565.0,2025-12-14
217,Sta. Cruz,Quezon City,205.0,1025.0,28728.0,2025-05-04
50,Mabini,Bacolod City,211.0,1055.0,25127.0,2024-11-15
501,Magsaysay,Quezon City,199.0,597.0,15562.0,2025-04-26
931,San Jose,Bacolod City,184.0,920.0,21263.0,2025-05-02
895,Rizal,Pasig,203.0,609.0,18757.0,2024-12-03
494,Poblacion,Quezon City,196.0,784.0,22602.0,2025-09-14
610,San Jose,Bacolod City,201.0,603.0,28206.0,2025-11-30
145,Bagong Silang,Davao City,210.0,840.0,19888.0,2026-05-18
475,San Miguel,Cebu City,227.0,908.0,21093.0,2025-04-24
687,San Miguel,Davao City,200.0,1000.0,8000.0,2025-07-08
993,Magsaysay,Quezon City,219.0,1095.0,9826.0,2026-02-03
334,San Miguel,Cebu City,214.0,642.0,24977.0,2025-04-17
113,Mabini,Iloilo City,202.0,808.0,13731.0,2025-12-12
733,San Miguel,Pasig,197.0,788.0,16366.0,2026-05-22
550,San Miguel,Pasig,,,,2025-08-03
361,Magsaysay,Bacolod City,197.0,591.0,16254.0,2025-12-18
669,Sta. Cruz,Iloilo City,197.0,788.0,20737.0,2024-07-27
408,Magsaysay,Cebu City,188.0,564.0,20983.0,2025-02-13
339,Rizal,Iloilo City,204.0,612.0,24077.0,2025-02-15
702,Bagong Silang,Cebu City,214.0,1070.0,22044.0,2026-05-03
938,Magsaysay,Pasig,191.0,573.0,20066.0,2024-07-29
645,Bayanihan,Davao City,213.0,639.0,19374.0,2024-12-08
595,San Miguel,Cebu City,194.0,776.0,19911.0,2025-06-29
352,Bayanihan,Davao City,180.0,900.0,8000.0,2025-04-04
674,San Isidro,Iloilo City,208.0,1040.0,12227.0,2025-12-25
464,Magsaysay,Bacolod City,212.0,1060.0,18221.0,2025-10-01
463,Bayanihan,Davao City,210.0,840.0,15863.0,2025-06-10
421,Maligaya,Quezon City,207.0,1035.0,26225.0,2025-12-01
619,Poblacion,Davao City,188.0,940.0,19996.0,2026-04-10
323,Magsaysay,Pasig,198.0,990.0,23067.0,2025-03-17
729,Mabini,Davao City,194.0,776.0,12737.0,2025-06-24
439,San Isidro,Cebu City,201.0,603.0,22071.0,2024-12-01
855,Mabini,Davao City,184.0,552.0,24904.0,2025-12-29
184,Mabini,Davao City,194.0,582.0,15933.0,2024-07-24
368,San Jose,Quezon City,218.0,1090.0,25689.0,2026-03-01
891,Magsaysay,Quezon City,189.0,756.0,8271.0,2024-11-21
343,San Jose,Pasig,188.0,752.0,22789.0,2025-08-12
307,Del Pilar,Quezon City,222.0,666.0,8000.0,2025-06-20
218,Bayanihan,Bacolod City,205.0,820.0,16901.0,2024-09-27
971,Poblacion,Bacolod City,213.0,639.0,10547.0,2025-01-07
38,Maligaya,Cebu City,204.0,612.0,23997.0,2025-03-03
314,Magsaysay,Davao City,192.0,576.0,29954.0,2025-08-13
584,Del Pilar,Quezon City,189.0,756.0,27727.0,2025-07-17
189,San Jose,Iloilo City,205.0,1025.0,24858.0,2025-08-12
482,San Jose,Bacolod City,217.0,868.0,35743.0,2025-05-04
37,Poblacion,Cebu City,209.0,627.0,23051.0,2024-10-22
900,Bayanihan,Bacolod City,,,,2026-01-21
771,Del Pilar,Cebu City,181.0,724.0,27358.0,2025-11-11
871,San Miguel,Bacolod City,191.0,764.0,23339.0,2025-06-26
523,Bagong Silang,Cebu City,200.0,800.0,20539.0,2025-08-24
479,San Jose,Iloilo City,207.0,621.0,12986.0,2025-09-20
234,Mabini,Bacolod City,189.0,945.0,18885.0,2025-09-16
103,Rizal,Davao City,206.0,824.0,8000.0,2024-11-18
757,Poblacion,Iloilo City,204.0,816.0,24252.0,2025-09-19
759,Bayanihan,Pasig,232.0,1160.0,15351.0,2026-02-25
720,Maligaya,Bacolod City,215.0,860.0,33429.0,2026-02-24
